identifier,ng_50_1,ng_50_2,ng_50_3,ng_100_1,ng_100_2,ng_100_3
Cre03.g204601.t1.1|PACid:30788056|--37,0,10.89238757,0,127.4373883,50.79918956,110.8284785
Cre03.g205473.t1.1|PACid:30787896|--70,164.6671022,216.2275111,176.1424787,185.5576518,178.3012405,185.1848097
Cre03.g205473.t1.1|PACid:30787896|--94,0,42.52892303,0,88.24124134,78.07841236,83.49668233
Cre03.g205550.t1.1|PACid:30787592|--296-297,172.0815804,168.9071783,162.5972039,132.2181807,127.2789078,123.2171796
Cre03.g206600.t1.2|PACid:30787719|--331,243.1656109,251.2756562,221.5368612,483.8839889,477.5481136,476.2404896
Cre03.g206600.t1.2|PACid:30787719|--351,236.8445307,0,192.6454562,354.8080748,395.3812579,441.1610726
Cre03.g206600.t1.2|PACid:30787719|--387,525.0270011,482.0768404,487.2603185,545.3143525,512.6260706,531.7683522
Cre03.g206850.t1.1|PACid:30787409|--169,97.30246579,125.8630598,126.447946,118.7503004,110.2837791,132.7942366
Cre03.g206850.t1.1|PACid:30787409|--186,343.3878605,304.0714794,316.2522812,312.2254312,304.4382212,311.5354028
Cre03.g213425.t1.1|PACid:30788071|--125,243.0224056,221.9915798,195.4280146,213.3312035,230.8590536,195.4879671
Cre04.g211800.t1.2|PACid:30791018|--28,1.351958251,0,0,289.6435772,182.4770658,89.63490256
Cre04.g211800.t1.2|PACid:30791018|--57,396.7883726,459.9536687,286.0097754,1580.398101,1692.414133,1444.239173
Cre04.g211900.t1.1|PACid:30791009|--208,0,0,31.73382735,0,0,0
Cre04.g214500.t1.1|PACid:30791131|--104,800.4449897,825.4209148,700.9303066,835.0877308,758.8328592,717.3774848
Cre04.g214500.t1.1|PACid:30791131|--299,0,71.04161499,0,0,0,0
Cre04.g214502.t1.1|PACid:30791416|--265,0,0,9.234687369,140.057373,143.7952287,134.1880124
Cre04.g214503.t1.1|PACid:30791056|--41,1533.010949,1550.823225,1427.030184,1497.303254,1486.723188,1348.548068
Cre04.g214503.t1.1|PACid:30791056|--48,510.180588,555.7366844,574.8570989,478.5528331,552.2290414,564.3071134
Cre04.g214503.t1.1|PACid:30791056|--98,2646.276086,1732.647757,2309.754689,2931.303988,2875.74712,3151.022111
Cre04.g214503.t1.1|PACid:30791056|--98-101,215.9823147,344.7110752,25.91786478,459.8980339,450.0558786,487.8235484
Cre04.g215850.t1.2|PACid:30791448|--230,35.95419479,62.89790526,46.29976893,148.8359071,135.8276623,140.1483622
Cre04.g215850.t1.2|PACid:30791448|--287,1225.59831,1260.593835,1130.195457,1259.746367,1179.367753,1156.02427
Cre04.g215850.t1.2|PACid:30791448|--349,146.3579518,120.5528733,143.9108327,119.2025448,121.2540246,134.1700993
Cre04.g216600.t1.2|PACid:30791032|--198,51.84717295,39.12613907,51.00007229,112.559937,84.30950881,106.491247
Cre04.g216600.t1.2|PACid:30791032|--344,105.5048105,110.1779249,107.513913,102.2057863,97.00404904,112.0980402
Cre04.g216600.t1.2|PACid:30791032|--352,0,90.56194223,0,79.40477539,62.99345339,95.95271472
Cre04.g217932.t1.1|PACid:30790977|--105,12365.9606,12852.81136,11334.92058,11737.09479,11458.9498,11191.87928
Cre04.g217949.t1.1|PACid:30791198|--271,341.106756,344.6734816,346.2875714,362.0991251,324.9236812,352.3745901
Cre04.g218150.t1.2|PACid:30791276|--282,342.6393319,324.2340119,313.8119787,346.0832704,358.7589318,366.1454199
Cre04.g218450.t1.2|PACid:30791110|--31,133.5517264,105.2003318,105.9985387,124.7312789,99.85451088,118.5176816
Cre04.g218500.t1.2|PACid:30791042|--66-70,0,0,0,66.05817318,51.89179228,19.48661051
Cre04.g222700.t1.2|PACid:30791597|--190,120.6610428,104.0899356,83.13379446,588.8561696,549.7113291,436.0035028
Cre04.g222700.t1.2|PACid:30791597|--210,2820.873593,2911.909333,2604.125381,2889.1976,3005.573136,2878.095395
Cre04.g222700.t1.2|PACid:30791597|--476,699.3482142,593.7025688,723.3738557,644.0199581,634.8067975,647.6426436
Cre04.g222700.t1.2|PACid:30791597|--720,1326.919856,1354.327475,1189.141026,1371.975901,1216.690956,1219.698439
Cre04.g223050.t1.2|PACid:30790982|--61,265.5908057,194.6320321,352.2347675,257.7084777,404.6689429,291.920211
Cre04.g223100.t1.2|PACid:30791364|--351,860.6468321,815.1143634,788.4883852,803.753953,747.4092951,802.1091129
Cre04.g223100.t1.2|PACid:30791364|--61,77135.84012,76773.57899,70193.73869,68289.97135,66699.0454,67543.0392
Cre04.g223800.t1.2|PACid:30791232|--23-27,608.653515,428.7941595,383.2394404,496.0935814,505.1714893,486.7480949
Cre04.g223850.t1.2|PACid:30791362|--119,411.043989,396.6233286,350.7910985,343.132129,237.7898891,249.3326061
Cre04.g223850.t1.2|PACid:30791362|--86,76.66080943,96.5604724,92.92490527,155.3499504,144.0333079,160.435025
Cre04.g225950.t1.2|PACid:30791086|--453,576.1863033,594.8900337,550.9208726,521.737575,572.7391789,561.7144148
Cre04.g226050.t1.1|PACid:30791548|--675,423.6528299,408.6757117,463.1627918,484.5008163,490.8835482,487.4670644
Cre04.g226850.t1.2|PACid:30791542|--106-113,0,0,0,1984.046537,2192.198707,1975.784385
Cre04.g229300.t1.1|PACid:30791545|--196,0,0,0,54.52999866,110.5018422,128.9268062
Cre04.g229700.t1.2|PACid:30791105|--270,1844.352214,1885.248525,2002.563105,1775.367204,1959.994558,1993.972739
Cre04.g230536.t1.1|PACid:30791106|--547,179.132536,180.2723931,141.8555821,150.2281126,140.1350958,114.8142738
Cre04.g230536.t1.1|PACid:30791106|--938,228.1263822,219.242028,219.9917633,283.7286123,327.7482223,307.2684735
Cre04.g230928.t1.1|PACid:30791331|--268,101.3657016,116.705829,95.61254473,209.1011016,181.8753471,183.0640924
Cre04.g230928.t1.1|PACid:30791331|--283,63.87874535,0,36.63202046,14.67669678,16.57253262,4.269297024
Cre04.g230928.t1.1|PACid:30791331|--397-400,48.50705719,0,38.0603898,0,0,0
Cre04.g231124.t1.1|PACid:30791348|--50,296.9458164,324.0863625,331.4364683,213.5244233,262.6343323,240.2578636
Cre04.g231222.t1.1|PACid:30791114|--728,225.8419757,207.3220611,192.5696135,0.065048659,5.066159708,0
Cre05.g232600.t1.1|PACid:30783225|--520,1424.685266,1376.845751,1332.083618,1379.172781,1369.466664,1369.929015
Cre05.g233050.t1.2|PACid:30783240|--85,2011.039947,1839.479527,1749.611946,1916.936707,1854.116258,1982.738752
Cre05.g233900.t1.2|PACid:30783103|--105,215.8037137,227.0999409,205.0479841,313.2160833,301.5889094,287.9656823
Cre05.g234550.t1.2|PACid:30783068|--183,6256.34317,6229.556295,5840.831276,5186.45122,4632.48018,4837.403584
Cre05.g234550.t1.2|PACid:30783068|--58,9459.542784,9060.304907,8495.945996,7715.645432,7830.913168,8044.868585
Cre05.g234637.t1.1|PACid:30782975|--72,6594.097963,7098.448278,6125.32859,7905.19206,7557.22087,7857.597502
Cre05.g234638.t1.1|PACid:30783016|--230-236,3855.326881,4144.557343,3533.847385,3570.122941,3386.949954,3497.029282
Cre05.g234638.t1.1|PACid:30783016|--263,625.310298,604.0690995,570.5421141,729.2666909,715.010735,725.7695081
Cre05.g234639.t1.1|PACid:30783461|--283,0,48.79082948,37.27377515,60.37656638,58.36722452,41.00570532
Cre05.g234639.t1.1|PACid:30783461|--397,78.05747569,252.2091497,98.47494657,643.0050064,622.7173685,635.1499041
Cre05.g234648.t1.1|PACid:30783353|--46,44.44089074,56.7014284,90.00971542,56.67819367,73.69679639,82.3556426
Cre05.g234648.t1.1|PACid:30783353|--49,32.53357024,28.47848035,15.57913281,27.57371416,23.93015986,20.59087006
Cre05.g234652.t1.1|PACid:30782957|--196,6.571507697,29.49794156,0,144.290303,152.6889673,131.8297083
Cre05.g237400.t1.2|PACid:30783253|--108,334.822585,279.0010196,243.2609466,363.8333447,355.1921132,358.945156
Cre05.g238332.t1.1|PACid:30782977|--121,2658.206367,3147.864035,1950.113534,3461.060384,3432.752034,3929.712737
Cre05.g238332.t1.1|PACid:30782977|--137,25629.77872,24102.50316,22546.56341,21729.26544,22151.49175,22163.69497
Cre05.g238650.t1.1|PACid:30783408|--101,5494.547611,5568.118299,5363.878667,5441.598896,5615.440227,5588.635431
Cre05.g238650.t1.1|PACid:30783408|--341,4951.114463,5014.463657,4516.076362,4537.933043,4223.237849,4324.258489
Cre05.g238650.t1.1|PACid:30783408|--402-412,3.18295764,63.24652353,57.39547864,2284.231698,2331.585868,2200.513865
Cre05.g238650.t1.1|PACid:30783408|--402-414,6.411881791,2.571085964,0,1015.97703,1096.992091,1061.448481
Cre05.g238650.t1.1|PACid:30783408|--452,4259.215923,4984.831547,4256.189543,4201.450603,4398.339345,4466.267996
Cre05.g238687.t1.1|PACid:30783242|--160,2085.791953,1980.602962,1940.585521,1968.948804,1853.861912,1990.922323
Cre05.g238687.t1.1|PACid:30783242|--266,26.28762267,251.4289054,264.3658285,666.5542246,519.7706203,468.1566814
Cre05.g238687.t1.1|PACid:30783242|--44,1379.133746,1541.235734,1469.108087,1712.854976,1726.479454,1754.188413
Cre05.g238687.t1.1|PACid:30783242|--630,3017.496609,2866.61388,2587.338005,2280.164107,2244.917057,2296.612815
Cre05.g238687.t1.1|PACid:30783242|--661,0,0,0,51.76925577,59.72102179,66.47252977
Cre05.g238687.t1.1|PACid:30783242|--78-84-85,925.3746495,900.748057,791.2125157,870.537923,892.8657513,784.9472685
Cre05.g239750.t1.2|PACid:30783320|--563,250.9808549,238.2543176,240.0450549,272.4822104,260.1642448,251.5176475
Cre05.g240850.t1.2|PACid:30783367|--355,263.7713052,280.469986,233.3647888,250.4687877,261.0108826,242.0424503
Cre05.g240850.t1.2|PACid:30783367|--573,457.6036926,494.2433988,571.9780788,743.865161,663.421929,778.1721491
Cre05.g240850.t1.2|PACid:30783367|--573-576,739.2319662,733.3903077,762.8290779,923.7176322,911.0428152,929.6241405
Cre05.g240850.t1.2|PACid:30783367|--576,181.124033,165.5130681,158.7088107,21.67840517,133.5408283,25.98635805
Cre05.g240850.t1.2|PACid:30783367|--581,387.8898547,203.2953935,20.77922095,631.0982382,587.749201,544.6474871
Cre05.g240850.t1.2|PACid:30783367|--93,1075.112393,1077.0467,1021.195602,907.3608846,893.0936204,873.2398937
Cre05.g241350.t1.1|PACid:30783120|--128-131,31.54556882,0,36.22967102,22.68783569,38.3376634,53.29420762
Cre05.g241400.t1.1|PACid:30782954|--880,32.73808465,40.47268633,41.61607857,0,0,0
Cre05.g242000.t1.2|PACid:30783498|--372,348.6545731,343.9383289,297.0574815,383.1988052,300.4660106,337.979818
Cre05.g242000.t1.2|PACid:30783498|--601,139.6514438,185.4845366,158.7637361,567.3755704,620.7387603,675.8200206
Cre05.g242000.t1.2|PACid:30783498|--632,0,33.51490205,0,398.012915,439.1523682,389.0978333
Cre05.g242350.t1.2|PACid:30783437|--660,234.5717008,194.3148788,179.5789916,197.1605776,140.4361787,141.901659
Cre05.g243150.t1.1|PACid:30783098|--37,2.348964335,131.0654542,0,203.140292,197.3556099,163.3712162
Cre05.g245158.t1.1|PACid:30782972|--313,64.7319375,63.90897431,77.44316786,55.84692368,61.21444264,60.81447635
Cre05.g247851.t1.1|PACid:30783254|--339,2398.23474,4148.401125,1817.60635,2582.288211,2770.055302,2513.360338
Cre05.g248400.t1.2|PACid:30783080|--128,1.02315,0,0,375.4529398,378.926571,348.0653849
Cre06.g249800.t1.2|PACid:30780167|--36,112.7775317,100.619824,112.1218279,115.3300032,141.0677505,143.317109
Cre06.g250100.t1.2|PACid:30778980|--342,0,106.2174743,0,129.950293,160.8119521,11.6225714
Cre06.g250200.t1.2|PACid:30779081|--164,0,0,18.38930824,176.0665188,216.9638456,137.9323484
Cre06.g250200.t1.2|PACid:30779081|--34,71.60703629,63.60933392,16.73192722,481.535965,482.7170582,284.0656459
Cre06.g250200.t1.2|PACid:30779081|--45,354.8938702,321.9094419,461.8927043,356.7331208,353.4839058,405.7003547
Cre06.g250200.t1.2|PACid:30779081|--45-48,382.687091,389.7300761,370.7145866,347.9339452,377.8603085,391.9951257
Cre06.g250200.t1.2|PACid:30779081|--45-48-49,11.28133007,4.931303805,78.32550077,52.39862237,73.76376096,92.47224982
Cre06.g250200.t1.2|PACid:30779081|--48,194.6598699,217.3194047,227.2723025,180.5748551,195.8301505,194.6918085
Cre06.g250200.t1.2|PACid:30779081|--93,22.39743771,0,0,431.4182272,531.8766873,366.8426327
Cre06.g250250.t1.2|PACid:30779781|--278,0,0,0,84.76393374,90.13042502,93.83569034
Cre06.g250800.t2.1|PACid:30779209|--170,0,31.29505633,0,60.49029517,21.56676928,44.98200941
Cre06.g250800.t2.1|PACid:30779209|--85,240.046591,132.0602919,173.6276093,188.931302,204.590183,200.7968276
Cre06.g250950.t1.2|PACid:30779640|--18,1.097338784,1.479745552,3.067248993,77.47740173,60.04267313,82.47062115
Cre06.g251450.t1.1|PACid:30780164|--176,0,0,0,0,11.04541367,2.922636124
Cre06.g251450.t1.1|PACid:30780164|--699,0,0,0,69.56592684,60.08799842,63.16677156
Cre06.g251500.t1.2|PACid:30778601|--120,298.8574142,311.1549153,267.275063,280.4189703,260.988229,245.9569681
Cre06.g251600.t1.2|PACid:30780109|--123,1212.365726,1180.432078,1068.568269,1077.23793,1052.147926,1081.025801
Cre06.g251600.t1.2|PACid:30780109|--98-99-102,116.8064191,137.4441749,90.56467843,123.8819032,111.0121528,108.2201234
Cre06.g251600.t1.2|PACid:30780109|--99-102,124.8415057,97.1458149,67.5477143,67.50623992,69.4796015,75.95092971
Cre06.g252650.t1.2|PACid:30778493|--109,175.6570461,231.525601,205.2860473,720.1522217,703.6867592,716.1261327
Cre06.g252650.t1.2|PACid:30778493|--128,3263.374636,3308.974484,3024.456953,3142.305473,2957.295618,3046.530861
Cre06.g252650.t1.2|PACid:30778493|--141,771.9350734,479.2703653,464.8927059,954.7757233,1210.988236,902.4671142
Cre06.g252650.t1.2|PACid:30778493|--141-150,605.4515049,481.7926946,478.5080398,654.8656851,658.2077293,630.5231186
Cre06.g252650.t1.2|PACid:30778493|--150,598.4427809,32.47654444,557.1459887,14.18582055,15.02755146,0
Cre06.g252650.t1.2|PACid:30778493|--157,1020.202195,985.3590904,891.0054987,896.5563721,892.1500026,814.0958585
Cre06.g256750.t1.2|PACid:30779065|--359-364,461.6426439,515.8594735,360.08414,281.0206192,248.4387909,272.0024495
Cre06.g257150.t1.2|PACid:30778478|--39,2965.773095,3005.982479,2620.492262,3798.995057,3543.249405,3780.707455
Cre06.g257150.t1.2|PACid:30778478|--39-42,6686.700258,6571.01662,6178.702166,8797.087379,8799.529775,8480.989741
Cre06.g257150.t1.2|PACid:30778478|--42,7243.487602,7393.543836,6755.775153,8075.23498,7762.594385,7958.547832
Cre06.g257150.t1.2|PACid:30778478|--57,18981.52478,19467.71632,18469.78663,23201.81371,24355.56784,23233.98813
Cre06.g257150.t1.2|PACid:30778478|--57-60,584.1088693,595.6390465,631.512706,536.2281629,643.2333753,567.7840044
Cre06.g257601.t1.2|PACid:30779174|--210,632.1674395,541.1326754,308.7196008,12664.6916,11761.24008,10391.68306
Cre06.g257650.t1.2|PACid:30778585|--308,0,0,0,115.6028993,100.4057411,104.4230688
Cre06.g258000.t1.2|PACid:30779052|--112,227.8429903,2.296793459,182.4394534,222.3903284,182.7656173,192.4787566
Cre06.g258800.t1.1|PACid:30780108|--1131,676.4078401,611.3874453,494.7835933,3408.03186,1965.490627,898.2757602
Cre06.g258800.t1.1|PACid:30780108|--1205,44610.18807,46414.42324,40589.15648,42030.3292,38178.84375,38675.12649
Cre06.g258800.t1.1|PACid:30780108|--1253,51674.08892,50241.80818,45315.94148,52101.0048,50901.41016,49552.64965
Cre06.g258800.t1.1|PACid:30780108|--206,18807.78947,18827.08165,17946.93739,15975.31709,14866.72292,15214.04796
Cre06.g258800.t1.1|PACid:30780108|--217-229,0,0,0,179.7992598,239.4432467,196.6169385
Cre06.g258800.t1.1|PACid:30780108|--409,0,0,0,18.7278286,33.34607002,14.88995199
Cre06.g258800.t1.1|PACid:30780108|--409-418,12559.3389,12644.79558,10990.15203,19971.34841,20211.11061,21398.85754
Cre06.g258800.t1.1|PACid:30780108|--871,7048.773491,7330.257274,6339.308221,14134.15092,14341.51949,15118.64721
Cre06.g258800.t1.1|PACid:30780108|--944,33684.09019,34411.05947,30925.95337,31371.8965,29131.30058,30249.04446
Cre06.g259650.t1.2|PACid:30780107|--82,92.31353597,52.98887279,184.8091942,211.1714237,222.105083,193.2994194
Cre06.g259850.t1.2|PACid:30779000|--102,0,75.81733325,60.50080803,360.6347401,305.5220265,288.8954944
Cre06.g259900.t1.2|PACid:30779752|--103,13691.05588,14720.16536,13281.19595,16980.26375,17276.31983,16923.39797
Cre06.g259900.t1.2|PACid:30779752|--123,1990.369584,1888.760943,1593.919535,3751.775641,3850.657827,3765.278448
Cre06.g259900.t1.2|PACid:30779752|--152,3135.374801,3164.994554,3011.784017,3418.952834,2582.973095,3213.249562
Cre06.g259900.t1.2|PACid:30779752|--239,42569.52551,48616.90865,50377.70812,45011.61504,47264.90121,51063.49916
Cre06.g260200.t1.2|PACid:30779046|--154,0,1.407526163,0,153.1152234,146.6861503,109.595123
Cre06.g260200.t1.2|PACid:30779046|--171,378.9689794,373.8850686,305.6904204,107.5944893,101.2294847,55.33616426
Cre06.g261150.t1.2|PACid:30778853|--100,271.7081917,281.9898886,277.7365865,320.0564505,368.9301719,374.3373451
Cre06.g261200.t1.2|PACid:30779628|--255,31.31194451,28.22249157,35.66670184,38.31162161,41.3123078,28.32321519
Cre06.g262250.t1.2|PACid:30779227|--327,0,0,26.96247443,18.66570647,62.55970314,45.83383494
Cre06.g263450.t1.2|PACid:30779125|--303,1252.628857,1403.822609,1142.623831,15536.86535,15767.19082,15858.26079
Cre06.g263450.t1.2|PACid:30779125|--389,184.1009833,77.32437266,65.87452972,388.0192482,372.1777363,374.3996732
Cre06.g263450.t1.2|PACid:30779125|--437,562.5255324,613.5710952,572.6394321,466.2645229,515.1544854,509.3740545
Cre06.g263450.t1.2|PACid:30779125|--75,29539.17815,29785.67691,26359.80961,27857.6464,26251.12275,25763.95944
Cre06.g264200.t1.2|PACid:30779531|--264,5279.953376,5070.378914,4933.098239,4860.937588,4890.744925,4810.610823
Cre06.g264200.t1.2|PACid:30779531|--264-268,8505.157807,8275.409727,7757.484241,7321.33204,7517.954971,7526.783316
Cre06.g264200.t1.2|PACid:30779531|--268,3895.506417,3871.892636,3694.241458,3666.133046,3562.314701,3584.172398
Cre06.g265800.t1.2|PACid:30779397|--37,1710.973662,1838.385522,1498.900918,1597.688762,1584.444937,1580.335397
Cre06.g265800.t1.2|PACid:30779397|--51,19961.93238,20177.87218,17198.61499,17943.34225,15956.1136,15699.11836
Cre06.g267600.t1.2|PACid:30779398|--205,124.3787917,133.2490296,140.9639871,91.42090406,111.8432122,105.7508668
Cre06.g268600.t1.2|PACid:30779749|--226,968.591996,697.1622819,783.3638257,573.2201555,554.1029696,660.3633328
Cre06.g269950.t1.2|PACid:30778959|--113,62.16752568,51.8245385,42.19356596,267.7580223,247.4876517,236.7642794
Cre06.g269950.t1.2|PACid:30778959|--529,59.91793228,46.02581889,48.42964975,0,0,0
Cre06.g270750.t1.1|PACid:30779787|--172,13.83245302,15.17534765,9.980372051,19.06688671,16.64409196,11.28269162
Cre06.g271200.t1.2|PACid:30779954|--525,287.2004212,225.1558117,223.3579318,286.340692,245.4495538,253.7929783
Cre06.g272050.t1.2|PACid:30779959|--216,313.4536332,354.4757837,283.5997827,352.7814381,316.2961971,342.3002795
Cre06.g272050.t1.2|PACid:30779959|--427,468.2904133,454.8039184,397.0974573,289.2500413,327.3748852,367.8251881
Cre06.g272050.t1.2|PACid:30779959|--515-521,967.6631451,1006.569414,838.3651513,1026.886627,920.768371,928.7903072
Cre06.g272050.t1.2|PACid:30779959|--521,459.7452864,455.6442896,451.8392829,548.1832492,605.0227634,559.7059424
Cre06.g272650.t1.2|PACid:30779881|--77,405.4878853,1433.251261,352.6541705,4926.864552,3859.455069,4961.572224
Cre06.g272800.t1.2|PACid:30780026|--172-180,156.8357998,164.2845739,128.4528342,508.2156275,479.3047189,438.4485307
Cre06.g272800.t1.2|PACid:30780026|--183,12898.03865,12759.27635,11984.94909,11681.22073,11815.81336,12241.36396
Cre06.g272850.t1.2|PACid:30779201|--176,2725.10827,2872.820057,3073.850124,3089.73952,3551.702483,3503.699217
Cre06.g272900.t1.2|PACid:30779345|--320,207.7814775,148.3878659,238.2473055,200.4313119,193.0619513,203.0466887
Cre06.g272900.t1.2|PACid:30779345|--331,271.9187009,289.3719367,285.9209516,260.2104166,249.3594733,277.9681598
Cre06.g272950.t1.1|PACid:30778811|--46,41576.25788,41610.92956,38628.67196,37671.7543,37327.81489,37332.3271
Cre06.g272950.t1.1|PACid:30778811|--60,52318.71241,51623.96864,47166.26933,48690.82471,45551.6642,44153.00002
Cre06.g273300.t1.2|PACid:30780005|--224,9.990501582,0,0,63.50118204,49.37571754,35.86022651
Cre06.g273500.t1.2|PACid:30778417|--390,825.0415415,793.2322188,708.6027671,957.7257581,943.0794269,1067.164662
Cre06.g273600.t1.2|PACid:30779902|--119-122,2.924954274,0,0,565.1676698,606.3059202,583.4270701
Cre06.g273600.t1.2|PACid:30779902|--140,17504.41576,17341.72974,16236.57929,15557.69119,15845.61067,16153.04015
Cre06.g274650.t1.1|PACid:30780126|--288,0,77.6255929,82.06735848,70.76257219,76.14425411,77.54818418
Cre06.g278087.t1.1|PACid:30779342|--213,48.58254591,62.09796642,60.16981255,84.40039063,82.55150175,97.11749717
Cre06.g278103.t1.1|PACid:30779554|--145,0,46.39166778,0,197.6577748,165.1062285,306.3455369
Cre06.g278135.t1.1|PACid:30779568|--101,12363.03867,12681.11289,12102.05559,12640.89975,12965.19204,12913.08317
Cre06.g278142.t1.1|PACid:30779262|--120,348.6427871,375.0309914,288.1104042,444.0233018,429.9139341,465.5521422
Cre06.g278142.t1.1|PACid:30779262|--50,397.8082228,389.2774947,376.2108814,397.0800327,415.5927091,398.3421101
Cre06.g278162.t1.1|PACid:30778514|--109,2249.598375,238.54193,2134.346794,386.1396769,372.7249319,316.8956063
Cre06.g278162.t1.1|PACid:30778514|--327,2341.514985,2273.400126,2051.809486,3054.411045,3170.119765,3200.670072
Cre06.g278162.t1.1|PACid:30778514|--353,2471.393032,2296.135953,2034.918573,2378.285489,2244.652456,2286.674149
Cre06.g278162.t1.1|PACid:30778514|--415,3292.162593,3327.255746,3083.02869,3007.823376,2772.151056,2758.476397
Cre06.g278162.t1.1|PACid:30778514|--83-93-94,920.0051944,1204.507045,1063.703655,2525.385818,2526.17292,2440.576363
Cre06.g278163.t1.1|PACid:30779286|--153,0,47.31085838,71.82031899,50.29837048,58.30010966,64.1274878
Cre06.g278165.t1.1|PACid:30779261|--291,480.9221842,464.783936,419.2954683,487.4458289,470.1794156,461.4960003
Cre06.g278165.t1.1|PACid:30779261|--313,907.723377,966.3609087,936.1705563,1114.948993,1144.373731,1172.135258
Cre06.g278165.t1.1|PACid:30779261|--374,241.7813903,210.8539877,232.8876579,233.8488211,246.2358528,268.4180047
Cre06.g278165.t1.1|PACid:30779261|--426-432,692.6054828,727.2605582,668.6004633,768.7239051,702.6378617,685.0066887
Cre06.g278165.t1.1|PACid:30779261|--458,1031.246309,1039.09851,1035.64706,1003.819617,946.1138198,986.1082266
Cre06.g278165.t1.1|PACid:30779261|--633,1255.959196,1101.317626,1152.945912,1178.181812,1162.682972,1226.210941
Cre06.g278167.t1.1|PACid:30779693|--260,23.09912155,112.9107261,0,242.9883392,228.4459467,231.1615204
Cre06.g278185.t1.1|PACid:30779965|--351,7362.715188,7118.146942,6405.151908,6991.299503,6736.865805,6451.827137
Cre06.g278188.t1.1|PACid:30779958|--52,2334.989775,2514.969069,2070.671604,3031.767755,2825.312196,2709.422691
Cre06.g278213.t1.1|PACid:30779171|--233,343158.8311,326592.5414,306365.994,328537.4187,323360.5634,322846.2692
Cre06.g278222.t1.1|PACid:30778664|--139,1695.374744,1597.614974,1608.669628,1538.675882,1580.438234,1498.218617
Cre06.g278222.t1.1|PACid:30778664|--155,563.8196605,516.1096583,532.6649603,1135.11441,1188.25339,1183.193663
Cre06.g278222.t1.1|PACid:30778664|--184,20362.08181,20085.89503,18989.37193,18856.69218,19422.34066,19134.71952
Cre06.g278750.t1.2|PACid:30779331|--250,365.3190683,400.8319437,352.9383063,524.930711,514.1269674,503.8394895
Cre06.g278750.t1.2|PACid:30779331|--81,0,0,0,620.8096842,611.0203475,619.403246
Cre06.g279250.t1.2|PACid:30779681|--61,0,0,0,84.28686003,85.3373861,71.07897477
Cre06.g280650.t1.2|PACid:30780166|--91,0,0,0,40.5916748,31.49505932,14.06757169
Cre06.g280950.t1.2|PACid:30778515|--640,16.77195371,39.994862,29.56504648,0,3.970648246,2.296185723
Cre06.g280950.t1.2|PACid:30778515|--85,243.8277626,220.3987775,152.8506549,525.3840719,531.8808894,529.7898494
Cre06.g281250.t1.2|PACid:30779403|--227,183.0487206,156.1079047,183.4522198,132.8274609,177.4250248,215.8746015
Cre06.g282800.t1.2|PACid:30779483|--247,4153.326974,4023.897379,3770.997291,3808.038586,3817.731676,3871.60344
Cre06.g282800.t1.2|PACid:30779483|--301,191.8818847,232.311953,190.4376614,694.306554,624.1054493,589.4238949
Cre06.g283200.t1.2|PACid:30779946|--76,236.6996011,252.0700833,233.7441459,219.2637204,209.6668345,214.1483373
Cre06.g283900.t1.2|PACid:30779219|--118,1100.824592,1102.548206,998.1737667,1036.910951,974.4847808,949.7347459
Cre06.g283950.t1.2|PACid:30779716|--16,591.571432,585.8158078,503.9038106,490.2133075,433.2751741,473.332051
Cre06.g284600.t1.2|PACid:30779991|--79,643.1458119,707.3608066,645.4816466,580.7353123,663.4352172,644.1785703
Cre06.g284600.t1.2|PACid:30779991|--79-82,9988.590531,10095.70943,10007.02535,10360.77776,11108.87334,10868.81276
Cre06.g284600.t1.2|PACid:30779991|--82,706.6965163,745.739621,755.8318806,689.8786145,734.5044694,712.9142485
Cre06.g284750.t1.2|PACid:30779093|--531,443.1097557,503.0503824,414.8119908,455.4514193,408.0089763,459.4646689
Cre06.g286000.t1.2|PACid:30779459|--463,42.75287854,40.52364409,44.76692949,37.65921484,40.08166978,44.83499514
Cre06.g288700.t1.2|PACid:30778461|--401,441.4383817,460.1705801,469.8501125,510.8256911,472.7504159,569.8537031
Cre06.g288700.t1.2|PACid:30778461|--533,0,32.35655383,18.69179238,128.7171131,112.2098034,92.36439119
Cre06.g288700.t1.2|PACid:30778461|--861,714.086855,1050.922116,884.8993154,1369.945257,1448.322786,1439.872439
Cre06.g288700.t1.2|PACid:30778461|--946,177.022556,153.0638414,90.44971175,894.614129,661.5542222,640.4586914
Cre06.g288700.t1.2|PACid:30778461|--993,1250.027717,1205.816287,1149.390287,1166.207752,1085.439395,1089.266539
Cre06.g289550.t1.2|PACid:30780114|--94,134.4318813,0,54.66306537,778.2933793,718.329609,577.8434618
Cre06.g290350.t1.2|PACid:30778954|--66,0,93.3099776,18.229281,99.73545801,107.5343965,105.1494453
Cre06.g290950.t1.2|PACid:30779633|--161,0,0,0,102.767853,52.22585901,6.617993774
Cre06.g290950.t1.2|PACid:30779633|--55,32229.03091,33015.64407,30468.75328,29152.09755,29187.55936,29816.00951
Cre06.g290950.t1.2|PACid:30779633|--62,1962.558403,2022.90864,1761.376055,2312.264042,2315.040125,2318.647704
Cre06.g292100.t1.2|PACid:30779083|--171,109.0148617,104.3175824,110.4087943,149.298629,158.616297,141.8115553
Cre06.g292500.t1.2|PACid:30780146|--245,0,675.5388447,345.799994,977.9444178,1072.656956,965.8959662
